-- 2.PRODUCT_SINGLE 테이블
-- 꿀조합을 위한 상품
INSERT INTO PRODUCT_SINGLE 
(PRODUCT_SINGLE_NUMBER, PRODUCT_SINGLE_NAME, PRODUCT_SINGLE_PRICE, PRODUCT_SINGLE_STOCK, PRODUCT_SINGLE_IMAGE, PRODUCT_SINGLE_STORE, PRODUCT_SINGLE_CATEGORY, PRODUCT_SINGLE_INFORMATION) 
VALUES
(20072,'오모리김치찌개컵라면',1500,100,'assets/img/comboProduct/preparedproduct.png','GS25','FOODPRODUCT',null),
(20073,'볶음김치',1200,100,'assets/img/comboProduct/preparedproduct.png','GS25','FOODPRODUCT',null),
(10150,'넣어먹는햄',2000,50,'assets/img/comboProduct/preparedproduct.png','CU','FOODPRODUCT',null),
(10151,'불닭볶음면',1800,100,'assets/img/comboProduct/preparedproduct.png','CU','FOODPRODUCT',null),
(10152,'스트링치즈',1100,100,'assets/img/comboProduct/preparedproduct.png','CU','FOODPRODUCT',null),
(10153,'참치마요삼각김밥',800,100,'assets/img/comboProduct/preparedproduct.png','CU','FOODPRODUCT',null),
(20074,'스팸',2500,100,'assets/img/comboProduct/preparedproduct.png','GS25','FOODPRODUCT',null),
(20075,'제육컵밥',3500,100,'assets/img/comboProduct/preparedproduct.png','GS25','FOODPRODUCT',null),
(10154,'매운닭강정',5000,100,'assets/img/comboProduct/preparedproduct.png','CU','FOODPRODUCT',null),
(10155,'핫바',1000,100,'assets/img/comboProduct/preparedproduct.png','CU','FOODPRODUCT',null),
(10156,'모짜핫바',1000,100,'assets/img/comboProduct/preparedproduct.png','CU','FOODPRODUCT',null),
(10157,'불막창',5500,100,'assets/img/comboProduct/preparedproduct.png','CU','FOODPRODUCT',null),
(20076,'치즈볶이',1300,100,'assets/img/comboProduct/preparedproduct.png','GS25','FOODPRODUCT',null),
(20077,'너구리라면',1000,100,'assets/img/comboProduct/preparedproduct.png','GS25','FOODPRODUCT',null),
(10158,'햇반',1300,100,'assets/img/comboProduct/preparedproduct.png','CU','FOODPRODUCT',null),
(20078,'뿌셔뿌셔불고기',1000,100,'assets/img/comboProduct/preparedproduct.png','GS25','FOODPRODUCT',null),
(10159,'순두부컵라면',1500,100,'assets/img/comboProduct/preparedproduct.png','CU','FOODPRODUCT',null),
(10160,'계란',900,100,'assets/img/comboProduct/preparedproduct.png','CU','FOODPRODUCT',null),
(10161,'바다에서온참치',3100,100,'assets/img/comboProduct/preparedproduct.png','CU','FOODPRODUCT',null),
(20079,'떠먹는피자',4500,100,'assets/img/comboProduct/preparedproduct.png','GS25','FOODPRODUCT',null),
(20080,'감자탕컵라면',1800,100,'assets/img/comboProduct/preparedproduct.png','GS25','FOODPRODUCT',null),
(10162,'콘치즈삼각김밥',1200,100,'assets/img/comboProduct/preparedproduct.png','CU','FOODPRODUCT',null),
(10163,'치즈라면',1200,100,'assets/img/comboProduct/preparedproduct.png','CU','FOODPRODUCT',null),
(10164,'자이언트떡볶이',2000,100,'assets/img/comboProduct/preparedproduct.png','CU','FOODPRODUCT',null),
(20081,'콘옥수수',5500,100,'assets/img/comboProduct/preparedproduct.png','GS25','FOODPRODUCT',null),
(20082,'불닭납작당면',2800,100,'assets/img/comboProduct/preparedproduct.png','GS25','FOODPRODUCT',null),
(20083,'라면볶이',1300,100,'assets/img/comboProduct/preparedproduct.png','GS25','FOODPRODUCT',null),
(10165,'바나나우유',2000,100,'assets/img/comboProduct/preparedproduct.png','CU','BEVERAGEPRODUCT',null),
(10166,'순살치킨',5000,100,'assets/img/comboProduct/preparedproduct.png','CU','FOODPRODUCT',null),
(10167,'사리곰탕면',1300,100,'assets/img/comboProduct/preparedproduct.png','CU','FOODPRODUCT',null),
(10168,'샤오만두',2800,100,'assets/img/comboProduct/preparedproduct.png','CU','FOODPRODUCT',null);


-- 크롤링초기데이터

-- CU 초기세팅값
INSERT INTO PRODUCT_SINGLE (PRODUCT_SINGLE_NUMBER, PRODUCT_SINGLE_NAME, PRODUCT_SINGLE_PRICE, PRODUCT_SINGLE_STOCK, PRODUCT_SINGLE_IMAGE, PRODUCT_SINGLE_STORE, PRODUCT_SINGLE_CATEGORY, PRODUCT_SINGLE_INFORMATION) VALUES 
(10000, '도)추억의보리콩오징어', 4900, 100, 'https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801771033417.png', 'CU', 'HOTISSUE', NULL),
(10001, '샌)시저치킨클래식샌드', 2900, 100, 'https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801068932027.jpg', 'CU', 'HOTISSUE', NULL),
(10002, '김)돈까스샐러드김밥', 3400, 100, 'https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800279675068.jpg', 'CU', 'HOTISSUE', NULL),
(10003, '샐)크리미맛살샐러드', 4900, 100, 'https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809954751028.jpg', 'CU', 'HOTISSUE', NULL),
 (10004, '샐)블랙페퍼닭가슴살', 4900, 100, 'https://tqklhszfkvzk6518638.edge.naverncp.com/product/8809954751011.jpg', 'CU', 'HOTISSUE', NULL),
 (10005, '주)참치마요닭갈비뉴제주', 2300, 100, 'https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800279675020.jpg', 'CU', 'HOTISSUE', NULL),
 (10006, '주)뉴명란청양마요삼각', 1400, 100, 'https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800279674924.jpg', 'CU', 'HOTISSUE', NULL),
 (10007, '주)뉴3XL명륜진사갈비', 1900, 100, 'https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800279674887.jpg', 'CU', 'HOTISSUE', NULL);
INSERT INTO PRODUCT_SINGLE (PRODUCT_SINGLE_NUMBER, PRODUCT_SINGLE_NAME, PRODUCT_SINGLE_PRICE, PRODUCT_SINGLE_STOCK, PRODUCT_SINGLE_IMAGE, PRODUCT_SINGLE_STORE, PRODUCT_SINGLE_CATEGORY, PRODUCT_SINGLE_INFORMATION) VALUES (10008, '주)뉴3XL간장바싹불고기', 1800, 100, 'https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800279674849.jpg', 'CU', 'HOTISSUE', NULL);
INSERT INTO PRODUCT_SINGLE (PRODUCT_SINGLE_NUMBER, PRODUCT_SINGLE_NAME, PRODUCT_SINGLE_PRICE, PRODUCT_SINGLE_STOCK, PRODUCT_SINGLE_IMAGE, PRODUCT_SINGLE_STORE, PRODUCT_SINGLE_CATEGORY, PRODUCT_SINGLE_INFORMATION) VALUES (10009, '주)뉴숯불향치킨삼각', 1300, 100, 'https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800279674764.jpg', 'CU', 'HOTISSUE', NULL);
INSERT INTO PRODUCT_SINGLE (PRODUCT_SINGLE_NUMBER, PRODUCT_SINGLE_NAME, PRODUCT_SINGLE_PRICE, PRODUCT_SINGLE_STOCK, PRODUCT_SINGLE_IMAGE, PRODUCT_SINGLE_STORE, PRODUCT_SINGLE_CATEGORY, PRODUCT_SINGLE_INFORMATION) VALUES (10010, '주)뉴압도적마늘제육깻잎', 1900, 100, 'https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800279674726.jpg', 'CU', 'HOTISSUE', NULL);
INSERT INTO PRODUCT_SINGLE (PRODUCT_SINGLE_NUMBER, PRODUCT_SINGLE_NAME, PRODUCT_SINGLE_PRICE, PRODUCT_SINGLE_STOCK, PRODUCT_SINGLE_IMAGE, PRODUCT_SINGLE_STORE, PRODUCT_SINGLE_CATEGORY, PRODUCT_SINGLE_INFORMATION) VALUES (10011, '주)뉴카레치킨밥바', 2700, 100, 'https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800279674689.jpg', 'CU', 'HOTISSUE', NULL);
INSERT INTO PRODUCT_SINGLE (PRODUCT_SINGLE_NUMBER, PRODUCT_SINGLE_NAME, PRODUCT_SINGLE_PRICE, PRODUCT_SINGLE_STOCK, PRODUCT_SINGLE_IMAGE, PRODUCT_SINGLE_STORE, PRODUCT_SINGLE_CATEGORY, PRODUCT_SINGLE_INFORMATION) VALUES (10012, '김)뉴배불롱김치제육', 4200, 100, 'https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800279674603.jpg', 'CU', 'HOTISSUE', NULL);
INSERT INTO PRODUCT_SINGLE (PRODUCT_SINGLE_NUMBER, PRODUCT_SINGLE_NAME, PRODUCT_SINGLE_PRICE, PRODUCT_SINGLE_STOCK, PRODUCT_SINGLE_IMAGE, PRODUCT_SINGLE_STORE, PRODUCT_SINGLE_CATEGORY, PRODUCT_SINGLE_INFORMATION) VALUES (10013, '샌)더뉴대만식연유', 3000, 100, 'https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800271902117.jpg', 'CU', 'HOTISSUE', NULL);
INSERT INTO PRODUCT_SINGLE (PRODUCT_SINGLE_NUMBER, PRODUCT_SINGLE_NAME, PRODUCT_SINGLE_PRICE, PRODUCT_SINGLE_STOCK, PRODUCT_SINGLE_IMAGE, PRODUCT_SINGLE_STORE, PRODUCT_SINGLE_CATEGORY, PRODUCT_SINGLE_INFORMATION) VALUES (10014, '김)넘버원에그바새우1', 4100, 100, 'https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800279674504.jpg', 'CU', 'HOTISSUE', NULL);
INSERT INTO PRODUCT_SINGLE (PRODUCT_SINGLE_NUMBER, PRODUCT_SINGLE_NAME, PRODUCT_SINGLE_PRICE, PRODUCT_SINGLE_STOCK, PRODUCT_SINGLE_IMAGE, PRODUCT_SINGLE_STORE, PRODUCT_SINGLE_CATEGORY, PRODUCT_SINGLE_INFORMATION) VALUES (10015, '주)넘버원에그랜치크랩1', 2200, 100, 'https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800279674344.jpg', 'CU', 'HOTISSUE', NULL);
INSERT INTO PRODUCT_SINGLE (PRODUCT_SINGLE_NUMBER, PRODUCT_SINGLE_NAME, PRODUCT_SINGLE_PRICE, PRODUCT_SINGLE_STOCK, PRODUCT_SINGLE_IMAGE, PRODUCT_SINGLE_STORE, PRODUCT_SINGLE_CATEGORY, PRODUCT_SINGLE_INFORMATION) VALUES (10016, '면)넘버원토마토파스타1', 5500, 100, 'https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800271902032.jpg', 'CU', 'HOTISSUE', NULL);
INSERT INTO PRODUCT_SINGLE (PRODUCT_SINGLE_NUMBER, PRODUCT_SINGLE_NAME, PRODUCT_SINGLE_PRICE, PRODUCT_SINGLE_STOCK, PRODUCT_SINGLE_IMAGE, PRODUCT_SINGLE_STORE, PRODUCT_SINGLE_CATEGORY, PRODUCT_SINGLE_INFORMATION) VALUES (10017, '도)넘버원간장돼지찜1', 5900, 100, 'https://tqklhszfkvzk6518638.edge.naverncp.com/product/8800271901950.jpg', 'CU', 'HOTISSUE', NULL);
INSERT INTO PRODUCT_SINGLE (PRODUCT_SINGLE_NUMBER, PRODUCT_SINGLE_NAME, PRODUCT_SINGLE_PRICE, PRODUCT_SINGLE_STOCK, PRODUCT_SINGLE_IMAGE, PRODUCT_SINGLE_STORE, PRODUCT_SINGLE_CATEGORY, PRODUCT_SINGLE_INFORMATION) VALUES (10018, '햄)넘버원리얼비프버거', 4800, 100, 'https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801771302544.png', 'CU', 'HOTISSUE', NULL);
INSERT INTO PRODUCT_SINGLE (PRODUCT_SINGLE_NUMBER, PRODUCT_SINGLE_NAME, PRODUCT_SINGLE_PRICE, PRODUCT_SINGLE_STOCK, PRODUCT_SINGLE_IMAGE, PRODUCT_SINGLE_STORE, PRODUCT_SINGLE_CATEGORY, PRODUCT_SINGLE_INFORMATION) VALUES (10019, '도)넘버원크림파스타1', 5900, 100, 'https://tqklhszfkvzk6518638.edge.naverncp.com/product/8801771033363.jpg', 'CU', 'HOTISSUE', NULL);
